INFO:root:DCBusPower: 299.8443508514924;DCBusCurrent: 1997.802667317728;DCBusVoltage: 113.34574419385356;
INFO:root:DCBusPower: 0.21058414209851675;DCBusCurrent: 0.03051850947599719;DCBusVoltage: 359.2638935514389;
INFO:root:DCBusPower: 300.0137337483977;DCBusCurrent: 1999.7558519241918;DCBusVoltage: 367.9006317331461;
INFO:root:DCBusPower: 0.03204541292803516;DCBusCurrent: 0.09155552842799157;DCBusVoltage: 367.9006317331461;
INFO:root:DCBusPower: 299.9771104193371;DCBusCurrent: 0.640888698995941;DCBusVoltage: 367.9311502426221;
INFO:root:DCBusPower: 0.05035707745834096;DCBusCurrent: 0.21362956633198033;DCBusVoltage: 367.9311502426221;
INFO:root:DCBusPower: 299.99084416773485;DCBusCurrent: 1998.992889187292;DCBusVoltage: 367.9311502426221;
INFO:root:----------------
INFO:root:set current 0
INFO:root:DCBusPower: 299.73905878044314;DCBusCurrent: 1998.93185216834;DCBusVoltage: 289.13235877559737;
INFO:root:DCBusPower: 0.3479216260758103;DCBusCurrent: 1998.107852412488;DCBusVoltage: 336.28345591601305;
INFO:root:DCBusPower: 299.9771104193371;DCBusCurrent: 1997.894222846156;DCBusVoltage: 348.39930417798394;
INFO:root:DCBusPower: 0.027467496795458707;DCBusCurrent: 0.06103701895199438;DCBusVoltage: 362.1021149327066;
INFO:root:DCBusPower: 300.00915583226515;DCBusCurrent: 1999.8474074526198;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 300.0137337483977;DCBusCurrent: 0.03051850947599719;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.04577916132576451;DCBusCurrent: 0.09155552842799157;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.027467496795458707;DCBusCurrent: 1999.5422223578598;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.022889580662882256;DCBusCurrent: 0.18311105685598314;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 299.93133125801137;DCBusCurrent: 1998.413037507248;DCBusVoltage: 368.0227057710501;
INFO:root:----------------
INFO:root:set current 0
INFO:root:DCBusPower: 299.75279252884087;DCBusCurrent: 1998.199407940916;DCBusVoltage: 210.30304879909664;
INFO:root:DCBusPower: 299.7482146127083;DCBusCurrent: 1998.870815149388;DCBusVoltage: 314.58479567857904;
INFO:root:DCBusPower: 0.22889580662882256;DCBusCurrent: 1998.565630054628;DCBusVoltage: 251.22837000640885;
INFO:root:DCBusPower: 299.761948361106;DCBusCurrent: 1.95318460646382;DCBusVoltage: 353.9841914120914;
INFO:root:DCBusPower: 0.0;DCBusCurrent: 0.09155552842799157;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.004577916132576451;DCBusCurrent: 0.2441480758079775;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 299.9954220838674;DCBusCurrent: 1998.657185583056;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 300.00915583226515;DCBusCurrent: 1999.1149632251959;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.013733748397729353;DCBusCurrent: 1999.6948149052398;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 299.9954220838674;DCBusCurrent: 1.4954069643238623;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.004577916132576451;DCBusCurrent: 0.8239997558519241;DCBusVoltage: 368.0837427900021;
INFO:root:DCBusPower: 300.0045779161326;DCBusCurrent: 0.45777764213995786;DCBusVoltage: 368.0837427900021;
INFO:root:DCBusPower: 299.9816883354697;DCBusCurrent: 1999.023407696768;DCBusVoltage: 368.0837427900021;
INFO:root:DCBusPower: 0.009155832265152902;DCBusCurrent: 1999.2980742820519;DCBusVoltage: 368.14477980895407;
INFO:root:DCBusPower: 300.0137337483977;DCBusCurrent: 1999.8168889431438;DCBusVoltage: 368.0837427900021;
INFO:root:DCBusPower: 300.0137337483977;DCBusCurrent: 0.09155552842799157;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 299.9771104193371;DCBusCurrent: 0.7629627368999298;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 299.9954220838674;DCBusCurrent: 0.7019257179479353;DCBusVoltage: 368.0837427900021;
INFO:root:DCBusPower: 0.03204541292803516;DCBusCurrent: 1999.3896298104798;DCBusVoltage: 368.0837427900021;
INFO:root:DCBusPower: 0.009155832265152902;DCBusCurrent: 1999.053926206244;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.03204541292803516;DCBusCurrent: 0.12207403790398876;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 299.9954220838674;DCBusCurrent: 1999.7558519241918;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 299.99084416773485;DCBusCurrent: 1999.9999999999998;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 299.95422083867425;DCBusCurrent: 0.9155552842799157;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.07782457425379967;DCBusCurrent: 0.09155552842799157;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.03662332906061161;DCBusCurrent: 0.21362956633198033;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 299.9587987548068;DCBusCurrent: 0.21362956633198033;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 299.9771104193371;DCBusCurrent: 1997.985778374584;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.054934993590917414;DCBusCurrent: 0.18311105685598314;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.05035707745834096;DCBusCurrent: 0.3662221137119663;DCBusVoltage: 368.0227057710501;
INFO:root:----------------
INFO:root:set power 0
INFO:root:DCBusPower: 299.73905878044314;DCBusCurrent: 1998.107852412488;DCBusVoltage: 260.23133030182805;
INFO:root:DCBusPower: 299.9587987548068;DCBusCurrent: 0.3051850947599719;DCBusVoltage: 347.08700827051604;
INFO:root:DCBusPower: 299.4964292254166;DCBusCurrent: 1.8921475875118257;DCBusVoltage: 337.5652333140049;
INFO:root:DCBusPower: 0.004577916132576451;DCBusCurrent: 1996.2767418439282;DCBusVoltage: 359.3859675893429;
INFO:root:DCBusPower: 300.0;DCBusCurrent: 1999.3896298104798;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 299.9450650064091;DCBusCurrent: 1999.2370372630999;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.04120124519318806;DCBusCurrent: 1997.772148808252;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.009155832265152902;DCBusCurrent: 1998.138370921964;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.027467496795458707;DCBusCurrent: 1999.2065187536239;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.03204541292803516;DCBusCurrent: 0.15259254737998595;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 299.95422083867425;DCBusCurrent: 1999.6948149052398;DCBusVoltage: 368.0837427900021;
INFO:root:DCBusPower: 299.95422083867425;DCBusCurrent: 0.33570360423596907;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.013733748397729353;DCBusCurrent: 0.8239997558519241;DCBusVoltage: 368.0837427900021;
INFO:root:DCBusPower: 299.9633766709394;DCBusCurrent: 1.1597033600878932;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 300.0137337483977;DCBusCurrent: 1.4038514358958707;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 299.85350668375753;DCBusCurrent: 1999.1149632251959;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 300.00915583226515;DCBusCurrent: 0.12207403790398876;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.018311664530305805;DCBusCurrent: 0.06103701895199438;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 300.00915583226515;DCBusCurrent: 1999.6032593768118;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 299.9816883354697;DCBusCurrent: 1999.9999999999998;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.022889580662882256;DCBusCurrent: 1999.2675557725759;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.06866874198864677;DCBusCurrent: 1998.62666707358;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.018311664530305805;DCBusCurrent: 1998.992889187292;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.04120124519318806;DCBusCurrent: 1999.4201483199558;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.03204541292803516;DCBusCurrent: 1999.8779259620958;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 299.99084416773485;DCBusCurrent: 0.0;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.059512909723493865;DCBusCurrent: 0.488296151615955;DCBusVoltage: 368.0837427900021;
INFO:root:DCBusPower: 0.05035707745834096;DCBusCurrent: 0.8850367748039185;DCBusVoltage: 368.0837427900021;
INFO:root:DCBusPower: 0.054934993590917414;DCBusCurrent: 0.33570360423596907;DCBusVoltage: 368.0837427900021;
INFO:root:DCBusPower: 299.9587987548068;DCBusCurrent: 0.18311105685598314;DCBusVoltage: 368.0532242805261;
INFO:root:----------------
INFO:root:set power 0
INFO:root:DCBusPower: 299.86266251602274;DCBusCurrent: 1997.436445204016;DCBusVoltage: 98.66634113589892;
INFO:root:DCBusPower: 299.7482146127083;DCBusCurrent: 1998.260444959868;DCBusVoltage: 239.8449659718619;
INFO:root:DCBusPower: 299.75279252884087;DCBusCurrent: 1998.748741111484;DCBusVoltage: 323.6793115024262;
INFO:root:DCBusPower: 299.0065921992309;DCBusCurrent: 7.17184972685934;DCBusVoltage: 319.0404980620746;
INFO:root:DCBusPower: 0.09613623878410547;DCBusCurrent: 1994.5066682943204;DCBusVoltage: 355.9068575090792;
INFO:root:DCBusPower: 0.009155832265152902;DCBusCurrent: 1999.4201483199558;DCBusVoltage: 367.7785576952421;
INFO:root:DCBusPower: 299.9771104193371;DCBusCurrent: 1998.962370677816;DCBusVoltage: 367.8090762047181;
INFO:root:DCBusPower: 0.05035707745834096;DCBusCurrent: 0.5188146610919522;DCBusVoltage: 367.8090762047181;
INFO:root:DCBusPower: 0.018311664530305805;DCBusCurrent: 0.15259254737998595;DCBusVoltage: 367.8395947141941;
INFO:root:DCBusPower: 0.013733748397729353;DCBusCurrent: 0.42725913266396065;DCBusVoltage: 367.8395947141941;
INFO:root:DCBusPower: 299.9816883354697;DCBusCurrent: 0.7629627368999298;DCBusVoltage: 367.8701132236701;
INFO:root:DCBusPower: 0.004577916132576451;DCBusCurrent: 0.09155552842799157;DCBusVoltage: 367.8701132236701;
INFO:root:DCBusPower: 0.027467496795458707;DCBusCurrent: 1.281777397991882;DCBusVoltage: 367.8701132236701;
INFO:root:DCBusPower: 0.022889580662882256;DCBusCurrent: 1.3428144169438763;DCBusVoltage: 367.9006317331461;
INFO:root:DCBusPower: 299.9862662516023;DCBusCurrent: 0.640888698995941;DCBusVoltage: 367.9311502426221;
INFO:root:DCBusPower: 299.9862662516023;DCBusCurrent: 0.9460737937559128;DCBusVoltage: 367.9006317331461;
INFO:root:DCBusPower: 300.0137337483977;DCBusCurrent: 0.33570360423596907;DCBusVoltage: 367.9311502426221;
INFO:root:DCBusPower: 0.009155832265152902;DCBusCurrent: 1.5564439832758568;DCBusVoltage: 367.9311502426221;
INFO:root:DCBusPower: 0.018311664530305805;DCBusCurrent: 0.7934812463759269;DCBusVoltage: 367.9311502426221;
INFO:root:DCBusPower: 0.009155832265152902;DCBusCurrent: 1.434369945371868;DCBusVoltage: 367.9311502426221;
INFO:root:DCBusPower: 0.022889580662882256;DCBusCurrent: 1.2512588885158848;DCBusVoltage: 367.9616687520981;
INFO:root:DCBusPower: 0.018311664530305805;DCBusCurrent: 1.1902218695638904;DCBusVoltage: 367.9616687520981;
INFO:root:DCBusPower: 300.00915583226515;DCBusCurrent: 0.640888698995941;DCBusVoltage: 367.9616687520981;
INFO:root:DCBusPower: 0.0;DCBusCurrent: 0.5798516800439466;DCBusVoltage: 367.9311502426221;
INFO:root:DCBusPower: 0.009155832265152902;DCBusCurrent: 0.7934812463759269;DCBusVoltage: 367.9616687520981;
INFO:root:DCBusPower: 299.9816883354697;DCBusCurrent: 2000.0305185094758;DCBusVoltage: 367.9311502426221;
INFO:root:DCBusPower: 300.0;DCBusCurrent: 1999.8779259620958;DCBusVoltage: 367.9311502426221;
INFO:root:DCBusPower: 300.0;DCBusCurrent: 1999.8779259620958;DCBusVoltage: 367.9616687520981;
INFO:root:DCBusPower: 299.9633766709394;DCBusCurrent: 1999.2065187536239;DCBusVoltage: 367.9616687520981;
INFO:root:DCBusPower: 300.0045779161326;DCBusCurrent: 1999.1149632251959;DCBusVoltage: 367.9616687520981;
INFO:root:DCBusPower: 299.9450650064091;DCBusCurrent: 1998.32148197882;DCBusVoltage: 367.9616687520981;
INFO:root:DCBusPower: 300.0045779161326;DCBusCurrent: 1998.77925962096;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.009155832265152902;DCBusCurrent: 1998.93185216834;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 299.97253250320455;DCBusCurrent: 1999.3896298104798;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 299.9816883354697;DCBusCurrent: 1999.4201483199558;DCBusVoltage: 367.9616687520981;
INFO:root:DCBusPower: 300.0137337483977;DCBusCurrent: 1999.0844447157199;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 299.9954220838674;DCBusCurrent: 1999.9999999999998;DCBusVoltage: 367.9616687520981;
INFO:root:DCBusPower: 0.013733748397729353;DCBusCurrent: 1999.9389629810478;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 300.0137337483977;DCBusCurrent: 1999.5117038483838;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 299.9771104193371;DCBusCurrent: 0.06103701895199438;DCBusVoltage: 367.9616687520981;
INFO:root:DCBusPower: 0.027467496795458707;DCBusCurrent: 0.06103701895199438;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.018311664530305805;DCBusCurrent: 0.21362956633198033;DCBusVoltage: 367.9616687520981;
INFO:root:DCBusPower: 0.0;DCBusCurrent: 1999.9084444715718;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 299.9954220838674;DCBusCurrent: 1999.4811853389078;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.03204541292803516;DCBusCurrent: 0.3662221137119663;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 299.99084416773485;DCBusCurrent: 1999.9999999999998;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.022889580662882256;DCBusCurrent: 0.06103701895199438;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.04577916132576451;DCBusCurrent: 1999.7253334147158;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 299.9450650064091;DCBusCurrent: 1999.4506668294318;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.009155832265152902;DCBusCurrent: 0.3662221137119663;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.0;DCBusCurrent: 0.5188146610919522;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 300.00915583226515;DCBusCurrent: 0.3662221137119663;DCBusVoltage: 367.9616687520981;
INFO:root:DCBusPower: 299.9816883354697;DCBusCurrent: 1999.4506668294318;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 299.9862662516023;DCBusCurrent: 0.33570360423596907;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 299.93590917414394;DCBusCurrent: 1999.7253334147158;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 299.967954587072;DCBusCurrent: 1998.93185216834;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 299.9816883354697;DCBusCurrent: 0.15259254737998595;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.04120124519318806;DCBusCurrent: 1999.7558519241918;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.004577916132576451;DCBusCurrent: 1999.9999999999998;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 300.0;DCBusCurrent: 1999.1454817346719;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 299.9862662516023;DCBusCurrent: 1998.565630054628;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.027467496795458707;DCBusCurrent: 1999.3591113010038;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.004577916132576451;DCBusCurrent: 1999.1149632251959;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.022889580662882256;DCBusCurrent: 1999.7863704336678;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 300.0045779161326;DCBusCurrent: 1999.2675557725759;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 300.00915583226515;DCBusCurrent: 1999.5117038483838;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.03204541292803516;DCBusCurrent: 1999.1760002441479;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.04120124519318806;DCBusCurrent: 1998.4740745262;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.013733748397729353;DCBusCurrent: 1998.565630054628;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.08698040651895257;DCBusCurrent: 1999.5117038483838;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 300.0045779161326;DCBusCurrent: 1998.93185216834;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.04577916132576451;DCBusCurrent: 0.18311105685598314;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.013733748397729353;DCBusCurrent: 0.21362956633198033;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.018311664530305805;DCBusCurrent: 1.0071108127079071;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 299.9862662516023;DCBusCurrent: 1.1597033600878932;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.03662332906061161;DCBusCurrent: 1.8616290780358287;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 300.0045779161326;DCBusCurrent: 0.7934812463759269;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 299.97253250320455;DCBusCurrent: 1.1597033600878932;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.018311664530305805;DCBusCurrent: 0.7019257179479353;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.027467496795458707;DCBusCurrent: 0.9155552842799157;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 299.91759750961364;DCBusCurrent: 1999.9694814905238;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.04120124519318806;DCBusCurrent: 0.8239997558519241;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.027467496795458707;DCBusCurrent: 0.5493331705679494;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.027467496795458707;DCBusCurrent: 0.0;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.009155832265152902;DCBusCurrent: 1999.0844447157199;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 300.0137337483977;DCBusCurrent: 1999.1149632251959;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.013733748397729353;DCBusCurrent: 0.15259254737998595;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 299.99084416773485;DCBusCurrent: 1999.9389629810478;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 299.9771104193371;DCBusCurrent: 1999.9084444715718;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 299.9862662516023;DCBusCurrent: 0.45777764213995786;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.0;DCBusCurrent: 0.03051850947599719;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.009155832265152902;DCBusCurrent: 1999.7558519241918;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 300.0;DCBusCurrent: 0.15259254737998595;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 299.97253250320455;DCBusCurrent: 1999.6032593768118;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 299.99084416773485;DCBusCurrent: 0.03051850947599719;DCBusVoltage: 367.9921872615741;
INFO:root:DCBusPower: 0.04120124519318806;DCBusCurrent: 1999.4506668294318;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 300.00915583226515;DCBusCurrent: 1999.1149632251959;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.03204541292803516;DCBusCurrent: 1999.1149632251959;DCBusVoltage: 368.0227057710501;
INFO:root:DCBusPower: 0.04120124519318806;DCBusCurrent: 1999.7863704336678;DCBusVoltage: 368.0532242805261;
INFO:root:DCBusPower: 0.013733748397729353;DCBusCurrent: 1999.1454817346719;DCBusVoltage: 368.0227057710501;
INFO:root:----------------
INFO:root:set power 0
INFO:root:----------------
INFO:root:set power 0
INFO:root:DCBusPower: 0.16480498077275224;DCBusCurrent: 1999.9389629810478;DCBusVoltage: 349.25382244331183;
INFO:root:DCBusPower: 0.13733748397729353;DCBusCurrent: 5.4322946867274995;DCBusVoltage: 286.8434705648976;
INFO:root:DCBusPower: 0.22431789049624612;DCBusCurrent: 1998.535111545152;DCBusVoltage: 359.01974547563094;
INFO:root:DCBusPower: 300.0045779161326;DCBusCurrent: 1999.2675557725759;DCBusVoltage: 367.2597430341502;
INFO:root:DCBusPower: 299.9771104193371;DCBusCurrent: 0.45777764213995786;DCBusVoltage: 367.2292245246742;
INFO:root:DCBusPower: 299.99084416773485;DCBusCurrent: 1999.6032593768118;DCBusVoltage: 367.2597430341502;
INFO:root:DCBusPower: 0.022889580662882256;DCBusCurrent: 1998.992889187292;DCBusVoltage: 367.2597430341502;
INFO:root:DCBusPower: 0.027467496795458707;DCBusCurrent: 0.5798516800439466;DCBusVoltage: 367.2902615436262;
INFO:root:DCBusPower: 300.0045779161326;DCBusCurrent: 1999.5727408673358;DCBusVoltage: 367.2597430341502;
INFO:root:DCBusPower: 300.0045779161326;DCBusCurrent: 1999.6337778862878;DCBusVoltage: 367.2902615436262;
INFO:root:DCBusPower: 0.027467496795458707;DCBusCurrent: 1.2512588885158848;DCBusVoltage: 367.2597430341502;
INFO:root:DCBusPower: 0.0;DCBusCurrent: 1999.4811853389078;DCBusVoltage: 367.2902615436262;
INFO:root:DCBusPower: 0.018311664530305805;DCBusCurrent: 1999.9389629810478;DCBusVoltage: 367.2902615436262;
INFO:root:DCBusPower: 5.598791430141;DCBusCurrent: 27.527695547349467;DCBusVoltage: 366.06952116458626;
INFO:root:DCBusPower: 5.566746017212965;DCBusCurrent: 25.54399243140965;DCBusVoltage: 365.9779656361583;
INFO:root:DCBusPower: 299.9816883354697;DCBusCurrent: 0.488296151615955;DCBusVoltage: 367.1376689962462;
INFO:root:DCBusPower: 299.9954220838674;DCBusCurrent: 2.746665852839747;DCBusVoltage: 367.1987060151982;
INFO:root:DCBusPower: 299.9862662516023;DCBusCurrent: 1999.1149632251959;DCBusVoltage: 367.2292245246742;
INFO:root:DCBusPower: 0.027467496795458707;DCBusCurrent: 1999.6948149052398;DCBusVoltage: 367.2292245246742;
INFO:root:DCBusPower: 299.9633766709394;DCBusCurrent: 0.8545182653279213;DCBusVoltage: 367.2292245246742;
INFO:root:DCBusPower: 299.89928584508334;DCBusCurrent: 1999.7253334147158;DCBusVoltage: 367.2292245246742;
INFO:root:DCBusPower: 0.054934993590917414;DCBusCurrent: 1999.1760002441479;DCBusVoltage: 367.2292245246742;
INFO:root:DCBusPower: 0.03204541292803516;DCBusCurrent: 1999.9084444715718;DCBusVoltage: 367.2597430341502;
INFO:root:DCBusPower: 0.04120124519318806;DCBusCurrent: 1.0986663411358988;DCBusVoltage: 367.2292245246742;
INFO:root:DCBusPower: 0.0;DCBusCurrent: 0.3662221137119663;DCBusVoltage: 367.2292245246742;
INFO:root:DCBusPower: 299.9771104193371;DCBusCurrent: 1998.504593035676;DCBusVoltage: 367.2597430341502;
INFO:root:DCBusPower: 0.0;DCBusCurrent: 1999.7253334147158;DCBusVoltage: 367.2292245246742;
INFO:root:DCBusPower: 0.013733748397729353;DCBusCurrent: 0.7324442274239326;DCBusVoltage: 367.2597430341502;
INFO:root:DCBusPower: 0.018311664530305805;DCBusCurrent: 0.21362956633198033;DCBusVoltage: 367.2292245246742;
INFO:root:DCBusPower: 0.027467496795458707;DCBusCurrent: 1999.1454817346719;DCBusVoltage: 367.2597430341502;
